anchor,positive,negative,label
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-76-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-76-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-214-F.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-15-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-15-D.jpg,augmentedv2_images\md_231_1_aug_1.jpg,father-dau
augmentedv2_images\FMSD-181-F_aug_1.jpg,augmentedv2_images\FMSD-181-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-59-F.jpg,father-son
augmentedv2_images\fd_059_1_aug_1.jpg,augmentedv2_images\fd_059_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_061_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0004.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0212.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_096_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_041_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_086_2.jpg,augmentedv2_images\FMSD-208-M_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-165-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-165-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-109-M.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_137_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_137_2.jpg,augmentedv2_images\fs_057_1_aug_1.jpg,mother-son
augmentedv2_images\fs_089_1_aug_1.jpg,augmentedv2_images\fs_100_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-174-M.jpg,none
augmentedv2_images\FMS-91-M_aug_1.jpg,augmentedv2_images\FMS-91-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_179_1.jpg,mother-son
augmentedv2_images\md_041_1_aug_1.jpg,augmentedv2_images\md_041_2_aug_2.jpg,augmentedv2_images\fs_141_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-63-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-63-D.jpg,augmentedv2_images\fd_204_1_aug_1.jpg,mother-dau
augmentedv2_images\FMS-246-M_aug_1.jpg,augmentedv2_images\FMS-246-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_223_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_223_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_223_2.jpg,augmentedv2_images\md_120_1_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_193_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_193_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Alvaro_Uribe\Alvaro_Uribe_0001.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-213-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-213-S.jpg,augmentedv2_images\FMD-87-M_aug_1.jpg,father-son
augmentedv2_images\FMSD-3-M_aug_1.jpg,augmentedv2_images\FMSD-3-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-257-M.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_241_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_241_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_209_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-171-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-171-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-176-M.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_133_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_133_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_142.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0049.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0195.jpg,augmentedv2_images\md_071_1_aug_1.jpg,similar face
augmentedv2_images\ms_174_1_aug_1.jpg,augmentedv2_images\ms_174_2_aug_2.jpg,augmentedv2_images\fd_106_1_aug_1.jpg,mother-son
augmentedv2_images\FMS-173-M_aug_1.jpg,augmentedv2_images\FMS-173-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-217-M.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-71-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-71-S.jpg,augmentedv2_images\md_204_1_aug_1.jpg,mother-son
augmentedv2_images\Celine_Dion_0003_aug_1.jpg,augmentedv2_images\Celine_Dion_0007_aug_2.jpg,augmentedv2_images\FMD-181-M_aug_1.jpg,similar face
augmentedv2_images\fd_109_1_aug_1.jpg,augmentedv2_images\fd_109_2_aug_2.jpg,augmentedv2_images\FMD-46-M_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-149-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-149-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-68-F.jpg,mother-dau
augmentedv2_images\Colin_Powell_0018_aug_1.jpg,augmentedv2_images\Colin_Powell_0052_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_195_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_168_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_141_2.jpg,augmentedv2_images\FMD-74-F_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-234-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-234-D.jpg,augmentedv2_images\fd_212_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0061.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0132.jpg,augmentedv2_images\FMS-228-F_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0057.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0114.jpg,augmentedv2_images\ms_053_1_aug_1.jpg,similar face
augmentedv2_images\FMSD-206-M_aug_1.jpg,augmentedv2_images\FMSD-206-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_073.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_004_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_103_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_184_1.jpg,none
augmentedv2_images\FMSD-64-F_aug_1.jpg,augmentedv2_images\FMSD-64-D_aug_2.jpg,augmentedv2_images\FMSD-147-F_aug_1.jpg,father-dau
augmentedv2_images\FMD-123-F_aug_1.jpg,augmentedv2_images\FMD-123-D_aug_2.jpg,augmentedv2_images\FMS-202-M_aug_1.jpg,father-dau
augmentedv2_images\Colin_Powell_0048_aug_1.jpg,augmentedv2_images\Colin_Powell_0207_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_027_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_078_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_078_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_065.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-169-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-169-S.jpg,augmentedv2_images\FMSD-160-F_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0014.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0017.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_148_1.jpg,similar face
augmentedv2_images\FMSD-103-F_aug_1.jpg,augmentedv2_images\FMSD-103-S_aug_2.jpg,augmentedv2_images\fd_104_1_aug_1.jpg,father-son
augmentedv2_images\FMSD-180-M_aug_1.jpg,augmentedv2_images\FMSD-180-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_105_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0026.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0178.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-252-M.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Chen_Shui-bian\Chen_Shui-bian_0001.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Chen_Shui-bian\Chen_Shui-bian_0004.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_135_1.jpg,similar face
augmentedv2_images\md_131_1_aug_1.jpg,augmentedv2_images\md_131_2_aug_2.jpg,augmentedv2_images\md_076_1_aug_1.jpg,mother-dau
augmentedv2_images\FMSD-117-F_aug_1.jpg,augmentedv2_images\FMSD-117-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-93-M.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_112_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_112_2.jpg,augmentedv2_images\FMSD-156-F_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_037_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_041_2.jpg,augmentedv2_images\FMS-235-F_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_007.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Children/Child_007.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_166_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-225-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-225-S.jpg,augmentedv2_images\fs_183_1_aug_1.jpg,father-son
augmentedv2_images\md_011_1_aug_1.jpg,augmentedv2_images\md_090_2_aug_2.jpg,augmentedv2_images\Ariel_Sharon_0006_aug_1.jpg,none
augmentedv2_images\FMS-191-F_aug_1.jpg,augmentedv2_images\FMS-191-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_108.jpg,father-son
augmentedv2_images\FMS-25-F_aug_1.jpg,augmentedv2_images\FMS-25-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-72-M.jpg,father-son
augmentedv2_images\Ariel_Sharon_0001_aug_1.jpg,augmentedv2_images\Ariel_Sharon_0005_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_164_1.jpg,similar face
augmentedv2_images\md_160_1_aug_1.jpg,augmentedv2_images\md_160_2_aug_2.jpg,augmentedv2_images\fd_108_1_aug_1.jpg,mother-dau
augmentedv2_images\FMSD-142-M_aug_1.jpg,augmentedv2_images\FMSD-142-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_135_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_122_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_122_2.jpg,augmentedv2_images\FMSD-43-M_aug_1.jpg,father-dau
augmentedv2_images\FMD-84-M_aug_1.jpg,augmentedv2_images\FMD-84-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-149-F.jpg,mother-dau
augmentedv2_images\fs_008_1_aug_1.jpg,augmentedv2_images\fs_228_2_aug_2.jpg,augmentedv2_images\Ariel_Sharon_0029_aug_1.jpg,none
augmentedv2_images\FMD-154-F_aug_1.jpg,augmentedv2_images\FMD-154-D_aug_2.jpg,augmentedv2_images\Ariel_Sharon_0037_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-84-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-84-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_188_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-152-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-152-D.jpg,augmentedv2_images\fs_184_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Chok_Tong_Goh\Chok_Tong_Goh_0001.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Chok_Tong_Goh\Chok_Tong_Goh_0002.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_007_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-117-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-117-S.jpg,augmentedv2_images\fd_096_1_aug_1.jpg,mother-son
augmentedv2_images\md_055_1_aug_1.jpg,augmentedv2_images\md_199_2_aug_2.jpg,augmentedv2_images\FMS-120-F_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_064_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_064_2.jpg,augmentedv2_images\FMD-20-M_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_030.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Children/Child_030.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_012_1.jpg,father-son
augmentedv2_images\fs_017_1_aug_1.jpg,augmentedv2_images\fs_197_2_aug_2.jpg,augmentedv2_images\FMD-181-M_aug_1.jpg,none
augmentedv2_images\FMS-271-F_aug_1.jpg,augmentedv2_images\FMS-271-S_aug_2.jpg,augmentedv2_images\md_163_1_aug_1.jpg,father-son
augmentedv2_images\fd_218_1_aug_1.jpg,augmentedv2_images\fd_218_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-125-M.jpg,father-dau
augmentedv2_images\FMD-82-M_aug_1.jpg,augmentedv2_images\FMD-82-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_229_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-166-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-166-D.jpg,augmentedv2_images\md_228_1_aug_1.jpg,mother-dau
augmentedv2_images\FMD-130-F_aug_1.jpg,augmentedv2_images\FMD-130-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0020.jpg,father-dau
augmentedv2_images\md_091_1_aug_1.jpg,augmentedv2_images\md_091_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-28-F.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_096_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_096_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-212-F.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_013_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_013_2.jpg,augmentedv2_images\Colin_Powell_0021_aug_1.jpg,mother-dau
augmentedv2_images\fs_044_1_aug_1.jpg,augmentedv2_images\fs_044_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0027.jpg,father-son
augmentedv2_images\fs_141_1_aug_1.jpg,augmentedv2_images\fs_110_2_aug_2.jpg,augmentedv2_images\Ariel_Sharon_0003_aug_1.jpg,none
augmentedv2_images\FMSD-154-F_aug_1.jpg,augmentedv2_images\FMSD-154-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_076_1.jpg,father-son
augmentedv2_images\fs_155_1_aug_1.jpg,augmentedv2_images\fs_155_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-80-M.jpg,father-son
augmentedv2_images\FMD-235-M_aug_1.jpg,augmentedv2_images\FMD-235-D_aug_2.jpg,augmentedv2_images\ms_007_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-92-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-92-S.jpg,augmentedv2_images\Colin_Powell_0047_aug_1.jpg,mother-son
augmentedv2_images\Charles_Moose_0008_aug_1.jpg,augmentedv2_images\Charles_Moose_0009_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_194_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-62-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-62-S.jpg,augmentedv2_images\Colin_Powell_0021_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_034.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Children/Child_034.jpg,augmentedv2_images\ms_182_1_aug_1.jpg,father-dau
augmentedv2_images\fs_037_1_aug_1.jpg,augmentedv2_images\fs_037_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_135_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-19-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-19-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_007_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_020_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_020_2.jpg,augmentedv2_images\fs_057_1_aug_1.jpg,mother-son
augmentedv2_images\FMD-113-M_aug_1.jpg,augmentedv2_images\FMD-113-D_aug_2.jpg,augmentedv2_images\md_032_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_068_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_068_2.jpg,augmentedv2_images\md_101_1_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-132-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-132-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-162-F.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_208_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_055_2.jpg,augmentedv2_images\FMSD-47-M_aug_1.jpg,none
augmentedv2_images\Ariel_Sharon_0001_aug_1.jpg,augmentedv2_images\Ariel_Sharon_0043_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-54-F.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_200_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_200_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_054_1.jpg,mother-dau
augmentedv2_images\md_212_1_aug_1.jpg,augmentedv2_images\md_212_2_aug_2.jpg,augmentedv2_images\Colin_Powell_0007_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_037_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_041_2.jpg,augmentedv2_images\md_009_1_aug_1.jpg,none
augmentedv2_images\md_183_1_aug_1.jpg,augmentedv2_images\md_052_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-188-M.jpg,none
